SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
3940,24580,"Petrels, Shearwaters",Puffinus opisthomelas,Black-vented Shearwater,NT,False,False,True,False,False,Full migrant,True,False,True,504,"A2cde; B2b(ii,iii)",38400.0,200000-299999,estimated,Stable,suspected
3989,23410,Northern Storm-petrels,Hydrobates furcatus,Fork-tailed Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2.24E7,4000000,estimated,Increasing,suspected
3988,23420,Northern Storm-petrels,Hydrobates hornbyi,Ringed Storm-petrel,NT,False,False,True,False,False,Not a migrant,True,False,True,2000,B2b(iii),2560000.0,500000-800000,estimated,Decreasing,suspected
3987,23310,Northern Storm-petrels,Hydrobates homochroa,Ashy Storm-petrel,EN,False,False,True,False,False,Full migrant,True,False,True,1300,A2ce+3ce,434000.0,3500-6700,estimated,Decreasing,estimated
3986,23300,Northern Storm-petrels,Hydrobates melania,Black Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,188000.0,600000,estimated,Decreasing,suspected
3985,23290,Northern Storm-petrels,Hydrobates matsudairae,Matsudaira's Storm-petrel,VU,False,False,True,False,False,Full migrant,True,False,True,0,D2,270.0,Unknown,estimated,Unknown,
3984,23400,Northern Storm-petrels,Hydrobates markhami,Markham's Storm-petrel,NT,False,False,True,False,False,Full migrant,True,False,True,0,"B2ab(iii,v)",1.4E7,100000-120000,estimated,Decreasing,suspected
3983,23390,Northern Storm-petrels,Hydrobates tristrami,Tristram's Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,1280,,1.63E7,20000,estimated,Stable,suspected
3982,23380,Northern Storm-petrels,Hydrobates macrodactylus,Guadalupe Storm-petrel,CR,True,False,True,False,False,Full migrant,True,False,True,0,D,1.0,1-49,estimated,Unknown,
3981,23370,Northern Storm-petrels,Hydrobates monorhis,Swinhoe's Storm-petrel,NT,False,False,True,False,False,Full migrant,True,False,True,0,A3ce,3.6E7,65000 - 260000,estimated,Stable,suspected
3978,23330,Northern Storm-petrels,Hydrobates tethys,Wedge-rumped Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.61E7,Unknown,estimated,Decreasing,suspected
3977,23320,Northern Storm-petrels,Hydrobates microsoma,Least Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,5590000.0,Unknown,estimated,Stable,suspected
3976,23250,Northern Storm-petrels,Hydrobates pelagicus,European Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,8.49E7,430000-519999,estimated,Unknown,suspected
3975,23240,Southern Storm-petrels,Nesofregetta fuliginosa,Polynesian Storm-petrel,EN,False,False,True,False,False,Full migrant,True,False,True,500,C2a(i),3.2E7,250-999,estimated,Decreasing,estimated
3974,23200,Southern Storm-petrels,Fregetta grallaria,White-bellied Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.91E8,Unknown,estimated,Decreasing,suspected
3973,23210,Southern Storm-petrels,Fregetta tropica,Black-bellied Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2.12E7,Unknown,estimated,Decreasing,suspected
3972,23170,Southern Storm-petrels,Pelagodroma marina,White-faced Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2.81E8,Unknown,estimated,Decreasing,suspected
3971,23600,Albatrosses,Phoebetria palpebrata,Light-mantled Albatross,NT,False,False,True,False,False,Full migrant,True,False,True,0,A4bd,1.0E8,58000,estimated,Decreasing,suspected
3970,23140,Southern Storm-petrels,Oceanites gracilis,White-vented Storm-petrel,DD,False,False,True,False,False,Full migrant,True,False,True,0,,4480000.0,Unknown,estimated,Unknown,not applicable
3969,23130,Southern Storm-petrels,Oceanites oceanicus,Wilson's Storm-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2.2E7,8000000-20000000,estimated,Stable,suspected
3967,23590,Albatrosses,Phoebetria fusca,Sooty Albatross,EN,False,False,True,False,False,Full migrant,True,False,True,1900,A4bd,7.62E7,21234-28656,estimated,Decreasing,suspected
3965,23650,Albatrosses,Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatross,EN,False,False,True,False,False,Full migrant,True,False,True,80,A4bd; B2ab(v),2.91E7,35000-73500,estimated,Decreasing,estimated
3964,23670,Albatrosses,Thalassarche chrysostoma,Grey-headed Albatross,EN,False,False,True,False,False,Full migrant,True,False,True,1800,A4bd,1.07E8,250000,estimated,Decreasing,estimated
3963,23730,Albatrosses,Thalassarche eremita,Chatham Albatross,VU,False,False,True,False,False,Full migrant,True,False,True,1,D2,5.91E7,11000,estimated,Stable,estimated
3962,23740,Albatrosses,Thalassarche salvini,Salvin's Albatross,VU,False,False,True,False,False,Full migrant,True,False,True,1,D2,1.42E8,79990,estimated,Unknown,
3959,23680,Albatrosses,Thalassarche melanophris,Black-browed Albatross,LC,False,False,True,False,False,Full migrant,True,False,True,24100,,1.77E8,1400000,estimated,Increasing,estimated
3958,23630,Albatrosses,Phoebastria immutabilis,Laysan Albatross,NT,False,False,True,False,False,Full migrant,True,False,True,3500,A4bd,4.9E7,1600000,estimated,Stable,estimated
3957,23620,Albatrosses,Phoebastria nigripes,Black-footed Albatross,NT,False,False,True,False,False,Full migrant,True,False,True,29,A3cd,9.41E7,139800,estimated,Increasing,estimated
3956,23640,Albatrosses,Phoebastria albatrus,Short-tailed Albatross,VU,False,False,True,False,False,Full migrant,True,False,True,9,D2,5.37E7,1734,estimated,Increasing,estimated
3955,23610,Albatrosses,Phoebastria irrorata,Waved Albatross,CR,False,False,True,False,False,Full migrant,True,False,True,9,B2ab(v),2280000.0,Unknown,estimated,Decreasing,estimated
3954,23470,Albatrosses,Diomedea epomophora,Southern Royal Albatross,VU,False,False,True,False,False,Full migrant,True,False,True,750,D2,9.86E7,27200,estimated,Stable,estimated
3953,23500,Albatrosses,Diomedea amsterdamensis,Amsterdam Albatross,EN,False,False,True,False,False,Full migrant,True,False,True,7,D,1.19E7,92,observed,Increasing,suspected
3952,23480,Albatrosses,Diomedea exulans,Snowy Albatross,VU,False,False,True,False,False,Full migrant,True,False,True,1900,A4bd,1.28E8,20100,estimated,Decreasing,estimated
3951,24920,"Petrels, Shearwaters",Pelecanoides urinatrix,Common Diving-petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,8.31E7,Unknown,estimated,Decreasing,suspected
3949,24900,"Petrels, Shearwaters",Pelecanoides magellani,Magellanic Diving-petrel,LC,False,False,True,False,False,Not a migrant,True,False,True,0,,1820000.0,6700-330000,estimated,Decreasing,suspected
3948,24890,"Petrels, Shearwaters",Pelecanoides garnotii,Peruvian Diving-petrel,NT,False,False,True,False,False,Full migrant,True,False,True,184,B2b(iii),269000.0,100000,estimated,Increasing,suspected
3947,24720,"Petrels, Shearwaters",Puffinus heinrothi,Heinroth's Shearwater,VU,False,False,True,False,False,Full migrant,True,False,True,0,D1+2,500000.0,250-999,estimated,Stable,suspected
3946,24650,"Petrels, Shearwaters",Puffinus bannermani,Bannerman's Shearwater,EN,False,False,True,False,False,Full migrant,True,False,True,95,B2ab(v),1380000.0,Unknown,,Decreasing,inferred
3945,24640,"Petrels, Shearwaters",Puffinus persicus,Persian Shearwater,LC,False,False,True,False,False,Full migrant,True,False,True,0,,7710000.0,Unknown,,Decreasing,
3942,24570,"Petrels, Shearwaters",Puffinus huttoni,Hutton's Shearwater,EN,False,False,True,False,False,Full migrant,True,False,True,5,B2ab(iii),1.67E7,Unknown,estimated,Stable,suspected
3941,24560,"Petrels, Shearwaters",Puffinus gavia,Fluttering Shearwater,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.24E7,Unknown,estimated,Decreasing,suspected
3938,24620,"Petrels, Shearwaters",Puffinus auricularis,Townsend's Shearwater,CR,False,False,True,False,False,Full migrant,True,False,True,9,"B2ab(i,ii,iii,v)",3200000.0,250-999,estimated,Decreasing,inferred
3937,24670,"Petrels, Shearwaters",Puffinus yelkouan,Yelkouan Shearwater,VU,False,False,True,False,False,Full migrant,True,False,True,0,A4bcde,5480000.0,Unknown,estimated,Decreasing,estimated
3936,24660,"Petrels, Shearwaters",Puffinus puffinus,Manx Shearwater,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.2E8,680000-790000,estimated,Unknown,not applicable
3935,24540,"Petrels, Shearwaters",Puffinus nativitatis,Christmas Shearwater,LC,False,False,True,False,False,Full migrant,True,False,True,0,,5.51E7,Unknown,estimated,Stable,suspected
3934,24430,"Petrels, Shearwaters",Ardenna tenuirostris,Short-tailed Shearwater,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.55E8,Unknown,estimated,Decreasing,suspected
3933,24440,"Petrels, Shearwaters",Ardenna grisea,Sooty Shearwater,NT,False,False,True,False,False,Full migrant,True,False,True,0,A2de+3de+4de,4.77E7,8800000,estimated,Decreasing,suspected
3932,24450,"Petrels, Shearwaters",Ardenna gravis,Great Shearwater,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.09E8,10000000,estimated,Stable,suspected
3931,24470,"Petrels, Shearwaters",Ardenna creatopus,Pink-footed Shearwater,VU,False,False,True,False,False,Full migrant,True,False,True,150,D2,4.5E7,59146,estimated,Unknown,
3930,24460,"Petrels, Shearwaters",Ardenna carneipes,Flesh-footed Shearwater,NT,False,False,True,False,False,Full migrant,True,False,True,0,A2bcde+3bcde+4bcde,1.88E8,148000,estimated,Decreasing,suspected
3929,24420,"Petrels, Shearwaters",Ardenna bulleri,Buller's Shearwater,VU,False,False,True,False,False,Full migrant,True,False,True,2,D2,1.35E8,Unknown,estimated,Stable,suspected
3928,24410,"Petrels, Shearwaters",Ardenna pacifica,Wedge-tailed Shearwater,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.6E8,Unknown,estimated,Decreasing,suspected
3927,24480,"Petrels, Shearwaters",Calonectris leucomelas,Streaked Shearwater,NT,False,False,True,False,False,Full migrant,True,False,True,0,A2abe+3be+4abe,4.58E7,Unknown,estimated,Decreasing,suspected
3925,24350,"Petrels, Shearwaters",Procellaria cinerea,Grey Petrel,NT,False,False,True,False,False,Full migrant,True,False,True,0,A2de+3de+4de,1.46E8,151500,estimated,Decreasing,suspected
3924,24380,"Petrels, Shearwaters",Procellaria westlandica,Westland Petrel,EN,False,False,True,False,False,Full migrant,True,False,True,16,B2ab(iii),3.06E7,7900-13700,estimated,Unknown,
3923,24390,"Petrels, Shearwaters",Procellaria parkinsoni,Black Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,160,D2,5.43E7,5500,estimated,Stable,suspected
3922,24360,"Petrels, Shearwaters",Procellaria aequinoctialis,White-chinned Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,3300,A4bcde,1.73E8,3000000,estimated,Decreasing,inferred
3921,24860,"Petrels, Shearwaters",Bulweria fallax,Jouanin's Petrel,NT,False,False,True,False,False,Full migrant,True,False,True,0,D2,9270000.0,2500-9999,suspected,Unknown,suspected
3920,24850,"Petrels, Shearwaters",Bulweria bulwerii,Bulwer's Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2.7E8,Unknown,estimated,Stable,suspected
3919,23920,"Petrels, Shearwaters",Pachyptila crassirostris,Fulmar Prion,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2.07E7,100000-200000,estimated,Stable,suspected
3918,23910,"Petrels, Shearwaters",Pachyptila turtur,Fairy Prion,LC,False,False,True,False,False,Full migrant,True,False,True,0,,6.36E7,Unknown,estimated,Stable,suspected
3917,23900,"Petrels, Shearwaters",Pachyptila belcheri,Slender-billed Prion,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.4E8,Unknown,estimated,Stable,suspected
3916,23890,"Petrels, Shearwaters",Pachyptila desolata,Antarctic Prion,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.35E8,Unknown,estimated,Decreasing,suspected
3914,23860,"Petrels, Shearwaters",Pachyptila vittata,Broad-billed Prion,LC,False,False,True,False,False,Not a migrant,True,False,True,0,,1.38E8,Unknown,estimated,Decreasing,suspected
3913,23850,"Petrels, Shearwaters",Halobaena caerulea,Blue Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,9.65E7,Unknown,estimated,Decreasing,suspected
3912,24210,"Petrels, Shearwaters",Pterodroma caribbaea,Jamaican Petrel,CR,True,False,True,False,False,Full migrant,True,False,True,0,D,1.0,1-49,estimated,Unknown,
3911,24200,"Petrels, Shearwaters",Pterodroma hasitata,Black-capped Petrel,EN,False,False,True,False,False,Full migrant,True,False,True,20,"B2ab(ii,iii,v)",9060000.0,1000-2000,estimated,Decreasing,estimated
3910,24190,"Petrels, Shearwaters",Pterodroma cahow,Bermuda Petrel,EN,False,False,True,False,False,Full migrant,True,False,True,1,D,1.75E7,196,estimated,Increasing,observed
3909,24260,"Petrels, Shearwaters",Pterodroma incerta,Atlantic Petrel,EN,False,False,True,False,False,Full migrant,True,False,True,64,B2ab(v),2.33E7,1800000,estimated,Decreasing,inferred
3908,24180,"Petrels, Shearwaters",Pterodroma mollis,Soft-plumaged Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,8.67E7,Unknown,estimated,Stable,suspected
3906,24240,"Petrels, Shearwaters",Pterodroma madeira,Zino's Petrel,EN,False,False,True,False,False,Full migrant,True,False,True,12,D,3.69E7,160,estimated,Stable,estimated
3905,24270,"Petrels, Shearwaters",Pterodroma lessonii,White-headed Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,9.7E7,Unknown,estimated,Decreasing,suspected
3904,24250,"Petrels, Shearwaters",Pterodroma magentae,Magenta Petrel,CR,False,False,True,False,False,Full migrant,True,False,True,2,A2ce,1850000.0,80-100,estimated,Increasing,estimated
3902,24060,"Petrels, Shearwaters",Pterodroma solandri,Providence Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,40,,3300.0,"66500-100000, 83000",estimated,Stable,inferred
3901,24050,"Petrels, Shearwaters",Pterodroma ultima,Murphy's Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,6.9E7,Unknown,suspected,Unknown,
3900,24120,"Petrels, Shearwaters",Pterodroma baraui,Barau's Petrel,EN,False,False,True,False,False,Full migrant,True,False,True,16,B2ab(v),3.13E7,30000-40000,estimated,Decreasing,suspected
3899,24170,"Petrels, Shearwaters",Pterodroma externa,Juan Fernandez Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,13,D2,4.54E7,Unknown,estimated,Stable,suspected
3898,24070,"Petrels, Shearwaters",Pterodroma neglecta,Kermadec Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.28E8,Unknown,estimated,Decreasing,suspected
3897,24150,"Petrels, Shearwaters",Pterodroma phaeopygia,Galapagos Petrel,CR,False,False,True,False,False,Full migrant,True,False,True,220,A2bce,1.68E7,6000-15000,estimated,Decreasing,estimated
3896,24140,"Petrels, Shearwaters",Pterodroma sandwichensis,Hawaiian Petrel,EN,False,False,True,False,False,Full migrant,True,False,True,370,A3bce+4bce,2.2E7,7500-16600,estimated,Decreasing,estimated
3895,24090,"Petrels, Shearwaters",Pterodroma heraldica,Herald Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,9.1E7,Unknown,estimated,Decreasing,suspected
3894,24080,"Petrels, Shearwaters",Pterodroma arminjoniana,Trindade Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,11,D2,1.39E8,2260,suspected,Stable,suspected
3893,24110,"Petrels, Shearwaters",Pterodroma alba,Phoenix Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,460,"A2bce; B2ab(ii,iv,v)",2.88E7,20000-30000,estimated,Decreasing,inferred
3892,23990,"Petrels, Shearwaters",Pterodroma longirostris,Stejneger's Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,13,D2,5.66E7,262000,estimated,Decreasing,suspected
3891,23980,"Petrels, Shearwaters",Pterodroma defilippiana,Masatierra Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,9,D2,1900000.0,5554,estimated,Stable,suspected
3890,23970,"Petrels, Shearwaters",Pterodroma brevipes,Collared Petrel,VU,False,False,True,False,False,Not a migrant,True,False,True,140,C2a(i);D1,3.51E7,670-6700,estimated,Decreasing,inferred
3889,24010,"Petrels, Shearwaters",Pterodroma pycrofti,Pycroft's Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,160,D2,9.89E7,12000-22000,estimated,Increasing,observed
3888,24000,"Petrels, Shearwaters",Pterodroma cookii,Cook's Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,320,A2e; D2,1.39E8,670000,estimated,Increasing,suspected
3887,23960,"Petrels, Shearwaters",Pterodroma leucoptera,White-winged Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,20,"B2ab(ii,v); D2",1.52E8,2000-14000,estimated,Decreasing,suspected
3886,24020,"Petrels, Shearwaters",Pterodroma hypoleuca,Bonin Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2.66E7,Unknown,estimated,Decreasing,suspected
3885,24130,"Petrels, Shearwaters",Pterodroma inexpectata,Mottled Petrel,NT,False,False,True,False,False,Full migrant,True,False,True,912,B2b(iv); D2,1.75E8,Unknown,estimated,Decreasing,suspected
3884,24160,"Petrels, Shearwaters",Pterodroma cervicalis,White-necked Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,1,D2,7.58E7,100000,unknown,Increasing,suspected
3883,24030,"Petrels, Shearwaters",Pterodroma nigripennis,Black-winged Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.76E8,Unknown,estimated,Decreasing,suspected
3882,24040,"Petrels, Shearwaters",Pterodroma axillaris,Chatham Islands Petrel,VU,False,False,True,False,False,Full migrant,True,False,True,2,A2be+4be; D2,4.62E7,1100,estimated,Increasing,estimated
3881,24810,"Petrels, Shearwaters",Pseudobulweria macgillivrayi,Fiji Petrel,CR,False,False,True,False,False,Full migrant,True,False,True,27,"C2a(i,ii);D",165000.0,1-49,estimated,Decreasing,estimated
3880,24840,"Petrels, Shearwaters",Pseudobulweria rostrata,Tahiti Petrel,NT,False,False,True,False,False,Full migrant,True,False,True,0,A2bde+3bde+4bde,6.85E7,10000-19999,estimated,Decreasing,suspected
3879,24830,"Petrels, Shearwaters",Pseudobulweria becki,Beck's Petrel,CR,False,False,True,False,False,Full migrant,True,False,True,0,"C2a(i,ii)",770000.0,50-249,estimated,Decreasing,suspected
3878,24820,"Petrels, Shearwaters",Pseudobulweria aterrima,Mascarene Petrel,CR,False,False,True,False,False,Unknown,True,False,True,9,C2a(ii),77000.0,100-200,estimated,Decreasing,suspected
3877,23940,"Petrels, Shearwaters",Aphrodroma brevirostris,Kerguelen Petrel,LC,False,False,True,False,False,Full migrant,True,True,True,0,,1.0E8,Unknown,estimated,Decreasing,suspected
3876,23840,"Petrels, Shearwaters",Pagodroma nivea,Snow Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,6.69E7,Unknown,estimated,Stable,suspected
3875,23830,"Petrels, Shearwaters",Daption capense,Cape Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.88E8,Unknown,estimated,Stable,suspected
3874,23820,"Petrels, Shearwaters",Thalassoica antarctica,Antarctic Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,7.75E7,Unknown,estimated,Stable,suspected
3873,23810,"Petrels, Shearwaters",Fulmarus glacialoides,Southern Fulmar,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.27E8,Unknown,estimated,Stable,suspected
3872,23800,"Petrels, Shearwaters",Fulmarus glacialis,Northern Fulmar,LC,False,False,True,False,False,Full migrant,True,False,True,0,,9.03E7,7000000,estimated,Increasing,estimated
3871,23780,"Petrels, Shearwaters",Macronectes halli,Northern Giant Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.32E8,23600,estimated,Increasing,suspected
3870,23790,"Petrels, Shearwaters",Macronectes giganteus,Southern Giant Petrel,LC,False,False,True,False,False,Full migrant,True,False,True,5900,,1.4E8,95600-108000,estimated,Increasing,estimated
3869,22910,Loons/Divers,Gavia adamsii,Yellow-billed Loon,NT,False,False,True,True,False,Full migrant,True,True,True,0,A2d+3d+4d; C1,1.2E7,11000-21000,estimated,Decreasing,suspected
3868,22900,Loons/Divers,Gavia immer,Common Loon,LC,False,False,True,True,False,Full migrant,True,True,True,0,,2.72E7,Unknown,estimated,Stable,suspected
3867,22890,Loons/Divers,Gavia pacifica,Pacific Loon,LC,False,False,True,True,False,Full migrant,True,True,True,0,,1.57E7,Unknown,estimated,Increasing,estimated
3866,22880,Loons/Divers,Gavia arctica,Arctic Loon,LC,False,False,True,True,False,Full migrant,True,True,True,0,,4.98E7,Unknown,estimated,Decreasing,suspected
3865,22870,Loons/Divers,Gavia stellata,Red-throated Loon,LC,False,False,True,True,False,Full migrant,True,True,True,0,,5.99E7,Unknown,estimated,Decreasing,suspected
3864,23120,Penguins,Spheniscus mendiculus,Galapagos Penguin,EN,False,False,True,False,False,Not a migrant,True,False,True,90,"A2abce; B2ab(iii,v); C2a(ii)",15500.0,1200,estimated,Decreasing,estimated
3863,23100,Penguins,Spheniscus magellanicus,Magellanic Penguin,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2340000.0,2200000-3200000,estimated,Decreasing,suspected
3862,23110,Penguins,Spheniscus humboldti,Humboldt Penguin,VU,False,False,True,False,False,Full migrant,True,False,True,0,A2bcde+3bcde+4bcde,2710000.0,23800,estimated,Decreasing,inferred
3861,23090,Penguins,Spheniscus demersus,African Penguin,CR,False,False,True,False,False,Not a migrant,True,False,True,0,A3bce+4bce,449000.0,19800,estimated,Decreasing,estimated
3860,23080,Penguins,Eudyptula minor,Little Penguin,LC,False,False,True,False,False,Not a migrant,True,False,True,0,,6870000.0,469760,not applicable,Stable,suspected
3859,23070,Penguins,Megadyptes antipodes,Yellow-eyed Penguin,EN,False,False,True,False,False,Not a migrant,True,False,True,0,A2ade+4abde,395000.0,2600-3000,estimated,Decreasing,inferred
3858,22970,Penguins,Eudyptes schlegeli,Royal Penguin,LC,False,False,True,False,False,Not a migrant,True,False,True,130,,160.0,"1340000-1660000, 1500000",estimated,Unknown,not applicable
3857,22980,Penguins,Eudyptes chrysolophus,Macaroni Penguin,VU,False,False,True,False,False,Full migrant,True,False,True,7400,A2bce+3bce+4bce,1.87E7,Unknown,estimated,Decreasing,estimated
3855,23030,Penguins,Eudyptes robustus,Snares Penguin,VU,False,False,True,False,False,Full migrant,True,False,True,1,D2,15.0,63000,estimated,Stable,estimated
3854,23020,Penguins,Eudyptes pachyrhynchus,Fiordland Penguin,NT,False,False,True,False,False,Full migrant,True,False,True,608,A2bce+3bce+4bce; B2b(v),85500.0,12500-50000,estimated,Decreasing,suspected
3852,22960,Penguins,Pygoscelis antarcticus,Chinstrap Penguin,LC,False,False,True,False,False,Full migrant,True,False,True,0,,1.3E7,8000000,suspected,Decreasing,suspected
3851,22950,Penguins,Pygoscelis adeliae,Adelie Penguin,LC,False,False,True,False,False,Full migrant,True,False,True,0,,2.1E7,10000000,estimated,Increasing,estimated
3850,22940,Penguins,Pygoscelis papua,Gentoo Penguin,LC,False,False,True,False,False,Not a migrant,True,False,True,0,,1.65E7,774000,estimated,Stable,suspected
3849,22930,Penguins,Aptenodytes forsteri,Emperor Penguin,NT,False,False,True,False,False,Full migrant,True,False,True,0,A3c,1.16E7,Unknown,estimated,Decreasing,suspected
3848,22920,Penguins,Aptenodytes patagonicus,King Penguin,LC,False,False,True,False,False,Full migrant,True,False,True,0,,9220000.0,Unknown,estimated,Increasing,suspected
3847,26520,Frigatebirds,Fregata andrewsi,Christmas Island Frigatebird,VU,False,False,True,False,False,Full migrant,True,False,True,40,C1+2a(ii),40.0,"2400-5000,3700",estimated,Decreasing,estimated
3846,26500,Frigatebirds,Fregata ariel,Lesser Frigatebird,LC,False,False,True,False,False,Not a migrant,True,False,True,0,,1.67E8,Unknown,suspected,Decreasing,suspected
3845,26510,Frigatebirds,Fregata minor,Great Frigatebird,LC,False,False,True,False,False,Not a migrant,True,False,True,0,,1.26E8,120000,estimated,Decreasing,suspected
3844,26540,Frigatebirds,Fregata aquila,Ascension Frigatebird,VU,False,False,True,False,False,Not a migrant,True,False,True,1,D2,2620000.0,17000-21000,estimated,Stable,suspected
3843,26530,Frigatebirds,Fregata magnificens,Magnificent Frigatebird,LC,False,False,True,False,False,Not a migrant,True,False,True,0,,3.27E7,130000,estimated,Decreasing,suspected
3836,25100,Storks,Ciconia boyciana,Oriental Stork,EN,False,False,False,True,False,Full migrant,True,True,True,0,C2a(ii),941000.0,1000-2499,estimated,Decreasing,suspected
3829,25020,Storks,Anastomus lamelligerus,African Openbill,LC,False,False,False,True,False,Full migrant,True,True,False,0,,2.28E7,Unknown,estimated,Stable,suspected
3816,26470,Pelicans,Pelecanus thagus,Peruvian Pelican,NT,False,False,True,True,False,Full migrant,True,True,True,0,A2cd,1510000.0,Unknown,estimated,Increasing,suspected
3809,26450,Pelicans,Pelecanus onocrotalus,Great White Pelican,LC,False,False,True,True,False,Full migrant,True,True,True,0,,5.12E7,Unknown,estimated,Unknown,not applicable
3808,26400,Shoebill,Balaeniceps rex,Shoebill,VU,False,False,False,True,False,Not a migrant,False,True,False,0,C2a(ii),2360000.0,3300-5300,estimated,Decreasing,suspected
3801,25340,"Ibises, Spoonbills",Nipponia nippon,Asian Crested Ibis,EN,False,False,False,True,False,Not a migrant,True,True,False,0,B1ab(iii),2300.0,330,estimated,Increasing,estimated
3800,25310,"Ibises, Spoonbills",Thaumatibis gigantea,Giant Ibis,CR,False,False,False,True,False,Not a migrant,True,True,False,0,A2cd+3cd+4cd; C2a(i),120000.0,194,estimated,Decreasing,inferred
3799,25300,"Ibises, Spoonbills",Pseudibis davisoni,White-shouldered Ibis,CR,False,False,False,True,False,Not a migrant,True,True,False,0,A3cd+4cd,1010000.0,670,estimated,Decreasing,inferred
3794,25230,"Ibises, Spoonbills",Threskiornis aethiopicus,African Sacred Ibis,LC,False,False,False,True,False,Full migrant,True,True,False,0,,3.28E7,200000-450000,estimated,Stable,suspected
3791,25320,"Ibises, Spoonbills",Geronticus eremita,Northern Bald Ibis,EN,False,False,False,True,False,Full migrant,True,False,False,0,D,203000.0,200-249,estimated,Stable,suspected
3790,25370,"Ibises, Spoonbills",Bostrychia rara,Spot-breasted Ibis,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,4730000.0,Unknown,estimated,Decreasing,inferred
3789,25360,"Ibises, Spoonbills",Bostrychia bocagei,Dwarf Ibis,CR,False,False,False,True,False,Not a migrant,True,False,False,192,C2a(ii),140.0,130-1700,estimated,Decreasing,inferred
3771,6570,Flamingos,Phoeniconaias minor,Lesser Flamingo,NT,False,False,False,True,False,Nomadic,True,True,True,0,A2c+3c+4c,2.77E7,Unknown,estimated,Decreasing,suspected
3770,6550,Flamingos,Phoenicopterus chilensis,Chilean Flamingo,NT,False,False,False,True,False,Full migrant,False,True,True,0,A3cd,7680000.0,Unknown,estimated,Decreasing,suspected
3769,6530,Flamingos,Phoenicopterus roseus,Greater Flamingo,LC,False,False,False,True,False,Full migrant,True,True,True,0,,5.81E7,Unknown,estimated,Increasing,suspected
3753,25560,Herons,Tigriornis leucolopha,White-crested Tiger-heron,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,6130000.0,Unknown,estimated,Decreasing,inferred
3749,25590,Herons,Tigrisoma mexicanum,Bare-throated Tiger-heron,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,3200000.0,Unknown,estimated,Decreasing,inferred
