SIS ID,Sequence,Family,Scientific name,Common name,RL Category,PE,PEW,Seabird,Waterbird,Landbird,Migratory status,Ecosystem - Terrestrial,Ecosystem - Freshwater,Ecosystem - Marine,RL AOO,Criteria met at highest level,RL EOO (smaller of breeding and non-breeding EOO),Population size (mature individuals),Population size derivation,Current population trend,Current population trend derivation
112665,20290,"Rails, Gallinules, Coots",Mentocrex beankaensis,Tsingy Forest Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,0,B1ab(iii),5400.0,2500-9999,suspected,Decreasing,suspected
444,5810,"Ducks, Geese, Swans",Spatula cyanoptera,Cinnamon Teal,LC,False,False,False,True,False,Full migrant,True,True,False,0,,3.4E7,380000,inferred,Decreasing,suspected
445,5780,"Ducks, Geese, Swans",Spatula smithii,Cape Shoveler,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,3380000.0,13300-33300,estimated,Increasing,suspected
343,4320,Screamers,Anhima cornuta,Horned Screamer,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1.23E7,16700-66700,estimated,Stable,suspected
344,4330,Screamers,Chauna chavaria,Northern Screamer,LC,False,False,False,True,False,Not a migrant,False,True,False,0,,267000.0,60000-130000,inferred,Stable,suspected
345,4340,Screamers,Chauna torquata,Southern Screamer,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,4690000.0,66700-667000,estimated,Stable,suspected
346,4350,Magpie Goose,Anseranas semipalmata,Magpie Goose,LC,False,False,False,True,False,Nomadic,True,True,False,0,,5050000.0,667000-667000,estimated,Stable,suspected
347,4380,"Ducks, Geese, Swans",Dendrocygna guttata,Spotted Whistling-duck,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,5630000.0,6700-17000,estimated,Stable,suspected
348,4410,"Ducks, Geese, Swans",Dendrocygna eytoni,Plumed Whistling-duck,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,8030000.0,66700-667000,estimated,Stable,suspected
349,4400,"Ducks, Geese, Swans",Dendrocygna bicolor,Fulvous Whistling-duck,LC,False,False,False,True,False,Full migrant,True,True,False,0,,1.48E8,Unknown,estimated,Decreasing,suspected
351,4430,"Ducks, Geese, Swans",Dendrocygna javanica,Lesser Whistling-duck,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,3.02E7,133000-1330000,estimated,Decreasing,suspected
352,4360,"Ducks, Geese, Swans",Dendrocygna viduata,White-faced Whistling-duck,LC,False,False,False,True,False,Full migrant,True,True,False,0,,7.54E7,1410000-1700000,estimated,Increasing,suspected
353,4390,"Ducks, Geese, Swans",Dendrocygna arborea,West Indian Whistling-duck,NT,False,False,False,True,False,Not a migrant,True,True,True,0,A3c,1260000.0,6000-15000,estimated,Decreasing,suspected
355,4440,"Ducks, Geese, Swans",Thalassornis leuconotus,White-backed Duck,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,2.59E7,8500-20000,suspected,Decreasing,inferred
356,4460,"Ducks, Geese, Swans",Nomonyx dominicus,Masked Duck,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,2.6E7,16000-200000,suspected,Stable,suspected
359,4520,"Ducks, Geese, Swans",Oxyura leucocephala,White-headed Duck,EN,False,False,False,True,False,Full migrant,True,True,False,0,A2bcde+4bcde,1.76E7,5300-8700,estimated,Decreasing,estimated
360,4510,"Ducks, Geese, Swans",Oxyura maccoa,Maccoa Duck,EN,False,False,False,True,False,Not a migrant,True,True,False,0,A2acde,8300000.0,4800-5700,inferred,Decreasing,estimated
361,4490,"Ducks, Geese, Swans",Oxyura vittata,Lake Duck,LC,False,False,False,True,False,Full migrant,True,True,False,0,,3010000.0,Unknown,suspected,Stable,suspected
362,4500,"Ducks, Geese, Swans",Oxyura australis,Blue-billed Duck,LC,False,False,False,True,False,Not a migrant,False,True,False,0,,5000000.0,"11000-19000, 15000",suspected,Stable,inferred
363,4560,"Ducks, Geese, Swans",Biziura lobata,Musk Duck,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,6140000.0,20000-49999,suspected,Decreasing,suspected
364,4450,"Ducks, Geese, Swans",Heteronetta atricapilla,Black-headed Duck,LC,False,False,False,True,False,Full migrant,True,True,False,0,,5030000.0,Unknown,estimated,Stable,suspected
365,4580,"Ducks, Geese, Swans",Stictonetta naevosa,Freckled Duck,LC,False,False,False,True,False,Nomadic,True,True,True,0,,7540000.0,7300-17000,estimated,Stable,suspected
366,4630,"Ducks, Geese, Swans",Cygnus olor,Mute Swan,LC,False,False,False,True,False,Full migrant,True,True,True,0,,2.25E7,Unknown,estimated,Increasing,suspected
368,4610,"Ducks, Geese, Swans",Cygnus melancoryphus,Black-necked Swan,LC,False,False,False,True,False,Full migrant,True,True,True,0,,3770000.0,17300-67900,estimated,Stable,suspected
369,4650,"Ducks, Geese, Swans",Cygnus cygnus,Whooper Swan,LC,False,False,False,True,False,Full migrant,True,True,False,0,,2.95E7,Unknown,estimated,Unknown,not applicable
370,4640,"Ducks, Geese, Swans",Cygnus buccinator,Trumpeter Swan,LC,False,False,False,True,False,Full migrant,True,True,True,0,,7770000.0,50000,estimated,Increasing,estimated
371,4660,"Ducks, Geese, Swans",Cygnus columbianus,Tundra Swan,LC,False,False,False,True,False,Full migrant,True,True,False,0,,2.35E7,Unknown,estimated,Unknown,not applicable
372,4600,"Ducks, Geese, Swans",Coscoroba coscoroba,Coscoroba Swan,LC,False,False,False,True,False,Full migrant,True,True,False,0,,4250000.0,6700-17000,estimated,Stable,suspected
373,4820,"Ducks, Geese, Swans",Anser cygnoid,Swan Goose,EN,False,False,False,True,False,Full migrant,True,True,True,0,A4bcd,3940000.0,36000-43500,estimated,Decreasing,estimated
374,4840,"Ducks, Geese, Swans",Anser brachyrhynchus,Pink-footed Goose,LC,False,False,False,True,False,Full migrant,True,True,True,0,,1770000.0,Unknown,estimated,Increasing,estimated
376,4850,"Ducks, Geese, Swans",Anser albifrons,Greater White-fronted Goose,LC,False,False,False,True,False,Full migrant,True,True,True,0,,2.57E7,5000000-5999999,estimated,Unknown,not applicable
381,4790,"Ducks, Geese, Swans",Anser rossii,Ross's Goose,LC,False,False,False,True,False,Full migrant,True,True,False,0,,3960000.0,2100000,estimated,Increasing,estimated
382,4770,"Ducks, Geese, Swans",Anser canagicus,Emperor Goose,LC,False,False,False,True,False,Full migrant,True,True,True,0,,775000.0,90000-120000,estimated,Increasing,estimated
383,4730,"Ducks, Geese, Swans",Branta sandvicensis,Hawaiian Goose,NT,False,False,False,True,False,Altitudinal migrant,True,False,False,2564,"B2ab(ii,iii,iv,v); C2a(i)",50700.0,1700-2200,estimated,Increasing,estimated
386,4680,"Ducks, Geese, Swans",Branta bernicla,Brent Goose,LC,False,False,False,True,False,Full migrant,True,True,True,0,,2.21E7,490000,inferred,Unknown,not applicable
387,4700,"Ducks, Geese, Swans",Branta ruficollis,Red-breasted Goose,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2bcd+3bcd+4bcd,1140000.0,Unknown,estimated,Decreasing,suspected
389,5460,"Ducks, Geese, Swans",Cyanochen cyanoptera,Blue-winged Goose,NT,False,False,False,True,False,Altitudinal migrant,True,True,False,0,C2a(ii),370000.0,3000-7000,suspected,Decreasing,inferred
390,5150,"Ducks, Geese, Swans",Chloephaga melanoptera,Andean Goose,LC,False,False,False,True,False,Altitudinal migrant,True,True,False,0,,2550000.0,16700-66700,estimated,Stable,suspected
391,5160,"Ducks, Geese, Swans",Chloephaga picta,Upland Goose,LC,False,False,False,True,False,Full migrant,True,True,False,0,,1980000.0,125000-270000,estimated,Decreasing,suspected
392,5170,"Ducks, Geese, Swans",Chloephaga hybrida,Kelp Goose,LC,False,False,False,True,False,Full migrant,True,True,True,0,,1280000.0,Unknown,estimated,Stable,suspected
393,5180,"Ducks, Geese, Swans",Chloephaga poliocephala,Ashy-headed Goose,LC,False,False,False,True,False,Full migrant,True,True,True,0,,922000.0,16700-66700,estimated,Decreasing,suspected
394,5190,"Ducks, Geese, Swans",Chloephaga rubidiceps,Ruddy-headed Goose,LC,False,False,False,True,False,Full migrant,True,True,False,0,,223000.0,28500-54700,estimated,Stable,suspected
395,5140,"Ducks, Geese, Swans",Neochen jubata,Orinoco Goose,NT,False,False,False,True,False,Not a migrant,True,True,False,0,A2cd+3cd+4cd,8490000.0,10000-25000,estimated,Decreasing,suspected
397,5250,"Ducks, Geese, Swans",Tadorna ferruginea,Ruddy Shelduck,LC,False,False,False,True,False,Full migrant,True,True,False,0,,4.31E7,Unknown,estimated,Unknown,not applicable
398,5260,"Ducks, Geese, Swans",Tadorna cana,South African Shelduck,LC,False,False,False,True,False,Full migrant,True,True,False,0,,2160000.0,20000-20000,estimated,Decreasing,suspected
399,5270,"Ducks, Geese, Swans",Tadorna tadornoides,Australian Shelduck,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,1.23E7,101000-827000,estimated,Increasing,suspected
400,5280,"Ducks, Geese, Swans",Tadorna variegata,Paradise Shelduck,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,670000.0,100000-120000,estimated,Stable,suspected
402,5240,"Ducks, Geese, Swans",Tadorna tadorna,Common Shelduck,LC,False,False,False,True,False,Full migrant,True,True,True,0,,3.16E7,415000-500000,estimated,Increasing,suspected
403,5200,"Ducks, Geese, Swans",Radjah radjah,Radjah Shelduck,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,9010000.0,13300-133000,estimated,Decreasing,suspected
408,5300,"Ducks, Geese, Swans",Plectropterus gambensis,Spur-winged Goose,LC,False,False,False,True,False,Full migrant,True,True,False,0,,2.29E7,Unknown,estimated,Increasing,suspected
410,5480,"Ducks, Geese, Swans",Asarcornis scutulata,White-winged Duck,CR,False,False,False,True,False,Not a migrant,True,True,False,0,A2bcde+3bcde+4bcde; C1+2a(i),2620000.0,150-450,estimated,Decreasing,estimated
411,5450,"Ducks, Geese, Swans",Pteronetta hartlaubii,Hartlaub's Duck,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,6110000.0,16700-73300,estimated,Decreasing,suspected
413,5370,"Ducks, Geese, Swans",Nettapus pulchellus,Green Pygmy-goose,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,5670000.0,33300-133000,estimated,Unknown,suspected
414,5360,"Ducks, Geese, Swans",Nettapus coromandelianus,Cotton Pygmy-goose,LC,False,False,False,True,False,Full migrant,True,True,False,0,,3.38E7,83300-741000,estimated,Unknown,suspected
415,5350,"Ducks, Geese, Swans",Nettapus auritus,African Pygmy-goose,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,2.53E7,38300-213000,estimated,Stable,suspected
416,5380,"Ducks, Geese, Swans",Callonetta leucophrys,Ringed Teal,LC,False,False,False,True,False,Full migrant,True,True,False,0,,4150000.0,Unknown,suspected,Decreasing,inferred
417,5390,"Ducks, Geese, Swans",Aix sponsa,Wood Duck,LC,False,False,False,True,False,Full migrant,True,True,False,0,,1.55E7,4600000,inferred,Increasing,inferred
419,5410,"Ducks, Geese, Swans",Chenonetta jubata,Maned Duck,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,9620000.0,66000-670000,estimated,Stable,suspected
421,5440,"Ducks, Geese, Swans",Merganetta armata,Torrent Duck,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,7220000.0,13000-23000,estimated,Decreasing,suspected
422,5430,"Ducks, Geese, Swans",Hymenolaimus malacorhynchos,Blue Duck,EN,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i),199000.0,1500-2499,estimated,Decreasing,inferred
423,5650,"Ducks, Geese, Swans",Salvadorina waigiuensis,Salvadori's Teal,LC,False,False,False,True,False,Not a migrant,False,True,False,0,,716000.0,Unknown,not applicable,Unknown,not applicable
424,5700,"Ducks, Geese, Swans",Lophonetta specularioides,Crested Duck,LC,False,False,False,True,False,Full migrant,True,True,True,0,,6360000.0,27300-107000,estimated,Stable,suspected
425,5710,"Ducks, Geese, Swans",Speculanas specularis,Spectacled Duck,NT,False,False,False,True,False,Full migrant,False,True,False,0,C2a(i),828000.0,1500-7000,estimated,Stable,suspected
426,6100,"Ducks, Geese, Swans",Anas capensis,Cape Teal,LC,False,False,False,True,False,Nomadic,True,True,True,0,,1.4E7,17200-55000,estimated,Decreasing,suspected
427,5850,"Ducks, Geese, Swans",Mareca strepera,Gadwall,LC,False,False,False,True,False,Full migrant,True,True,False,0,,7.31E7,Unknown,estimated,Increasing,suspected
428,5840,"Ducks, Geese, Swans",Mareca falcata,Falcated Duck,LC,False,False,False,True,False,Full migrant,True,True,True,0,,9939000.0,87000-100000,estimated,Stable,suspected
429,5860,"Ducks, Geese, Swans",Mareca penelope,Eurasian Wigeon,LC,False,False,False,True,False,Full migrant,True,True,True,0,,3.49E7,Unknown,estimated,Decreasing,suspected
430,5870,"Ducks, Geese, Swans",Mareca americana,American Wigeon,LC,False,False,False,True,False,Full migrant,True,True,True,0,,1.74E7,2700000,estimated,Decreasing,suspected
431,5880,"Ducks, Geese, Swans",Mareca sibilatrix,Chiloe Wigeon,LC,False,False,False,True,False,Full migrant,True,True,False,0,,3550000.0,67700-668000,estimated,Stable,suspected
432,5890,"Ducks, Geese, Swans",Anas sparsa,African Black Duck,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,2.05E7,19400-46700,estimated,Decreasing,suspected
433,5980,"Ducks, Geese, Swans",Anas rubripes,American Black Duck,LC,False,False,False,True,False,Full migrant,True,True,True,0,,7030000.0,700000,estimated,Decreasing,suspected
434,5990,"Ducks, Geese, Swans",Anas fulvigula,Mottled Duck,LC,False,False,False,True,False,Full migrant,True,True,True,0,,4230000.0,Unknown,estimated,Decreasing,estimated
435,5970,"Ducks, Geese, Swans",Anas platyrhynchos,Mallard,LC,False,False,False,True,False,Full migrant,True,True,False,0,,1.27E8,Unknown,estimated,Increasing,suspected
436,6000,"Ducks, Geese, Swans",Anas wyvilliana,Hawaiian Duck,VU,False,False,False,True,False,Not a migrant,True,True,True,1860,D1,2800.0,700-999,estimated,Increasing,estimated
439,5930,"Ducks, Geese, Swans",Anas luzonica,Philippine Duck,VU,False,False,False,True,False,Not a migrant,True,True,True,0,A2bcd,887000.0,3300-6700,estimated,Decreasing,suspected
440,5920,"Ducks, Geese, Swans",Anas superciliosa,Pacific Black Duck,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,4.98E7,120000-783000,estimated,Decreasing,not applicable
441,5900,"Ducks, Geese, Swans",Anas undulata,Yellow-billed Duck,LC,False,False,False,True,False,Nomadic,True,True,True,0,,1.4E7,93300-243000,estimated,Stable,suspected
442,5910,"Ducks, Geese, Swans",Anas melleri,Meller's Duck,EN,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(ii),261000.0,1300-3300,estimated,Decreasing,inferred
443,5820,"Ducks, Geese, Swans",Spatula discors,Blue-winged Teal,LC,False,False,False,True,False,Full migrant,True,True,True,0,,1.68E7,7800000,inferred,Increasing,inferred
2758,6640,Sunbittern,Eurypyga helias,Sunbittern,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1.19E7,500000-4999999,estimated,Decreasing,inferred
2784,22190,Cranes,Balearica pavonina,Black Crowned Crane,VU,False,False,False,True,False,Not a migrant,True,True,False,0,A2bcd,6510000.0,44000-74000,suspected,Decreasing,suspected
2785,22180,Cranes,Balearica regulorum,Grey Crowned Crane,EN,False,False,False,True,False,Not a migrant,True,True,False,0,A2bcd+4bcd,6070000.0,20100-24600,estimated,Decreasing,estimated
2787,22260,Cranes,Grus antigone,Sarus Crane,VU,False,False,False,True,False,Full migrant,True,True,False,0,A2cde+3cde+4cde,1.38E7,13000-15000,estimated,Decreasing,suspected
2788,22270,Cranes,Grus rubicunda,Brolga,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,7360000.0,35000-74000,estimated,Stable,inferred
2790,22240,Cranes,Grus canadensis,Sandhill Crane,LC,False,False,False,True,False,Full migrant,True,True,False,0,,3.35E7,450000-550000,inferred,Increasing,estimated
2794,22300,Cranes,Grus grus,Common Crane,LC,False,False,False,True,False,Full migrant,True,True,True,0,,2.56E7,Unknown,estimated,Increasing,estimated
2795,22310,Cranes,Grus monacha,Hooded Crane,VU,False,False,False,True,False,Full migrant,True,True,True,0,"B2ab(i,ii,iii,iv)",2610000.0,6000-15000,estimated,Increasing,estimated
2796,22290,Cranes,Grus americana,Whooping Crane,EN,False,False,False,True,False,Full migrant,True,True,True,0,D,306000.0,50-249,estimated,Increasing,estimated
2797,22320,Cranes,Grus nigricollis,Black-necked Crane,NT,False,False,False,True,False,Altitudinal migrant,True,True,False,0,C1+2a(ii),1790000.0,6600-6800,estimated,Stable,estimated
2798,22280,Cranes,Grus japonensis,Red-crowned Crane,VU,False,False,False,True,False,Full migrant,True,True,True,0,A2ac+4ac; C1,2110000.0,"2000-2650,2300",estimated,Decreasing,estimated
2799,22170,Limpkin,Aramus guarauna,Limpkin,LC,False,False,False,True,False,Full migrant,True,True,False,0,,2.46E7,Unknown,estimated,Stable,suspected
2800,20140,Finfoots,Podica senegalensis,African Finfoot,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,2.06E7,30000-823000,estimated,Unknown,suspected
2801,20150,Finfoots,Heliopais personatus,Masked Finfoot,CR,False,False,False,True,False,Not a migrant,True,True,False,0,C1,1650000.0,108-304,estimated,Decreasing,estimated
2802,20160,Finfoots,Heliornis fulica,Sungrebe,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1.67E7,500000-4999999,estimated,Decreasing,suspected
2809,20170,"Rails, Gallinules, Coots",Sarothrura pulchra,White-spotted Flufftail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,8650000.0,Unknown,not applicable,Decreasing,suspected
2810,20180,"Rails, Gallinules, Coots",Sarothrura elegans,Buff-spotted Flufftail,LC,False,False,False,True,False,Altitudinal migrant,True,True,False,0,,1.6E7,Unknown,not applicable,Unknown,suspected
2811,20190,"Rails, Gallinules, Coots",Sarothrura rufa,Red-chested Flufftail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1.81E7,Unknown,not applicable,Decreasing,suspected
2812,20200,"Rails, Gallinules, Coots",Sarothrura lugens,Chestnut-headed Flufftail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,3780000.0,670-6700,suspected,Decreasing,suspected
2813,20210,"Rails, Gallinules, Coots",Sarothrura boehmi,Streaky-breasted Flufftail,LC,False,False,False,True,False,Full migrant,True,True,False,0,,7190000.0,670-6700,estimated,Decreasing,suspected
2814,20220,"Rails, Gallinules, Coots",Sarothrura affinis,Striped Flufftail,LC,False,False,False,True,False,Altitudinal migrant,True,True,False,0,,4280000.0,Unknown,not applicable,Decreasing,suspected
2815,20230,"Rails, Gallinules, Coots",Sarothrura insularis,Madagascar Flufftail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,348000.0,6700-67000,estimated,Stable,suspected
2817,20250,"Rails, Gallinules, Coots",Sarothrura watersi,Slender-billed Flufftail,NT,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i); D1,74800.0,250-999,suspected,Decreasing,inferred
2818,20260,"Rails, Gallinules, Coots",Himantornis haematopus,Nkulengu Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,5380000.0,Unknown,not applicable,Decreasing,suspected
2819,20270,"Rails, Gallinules, Coots",Canirallus oculeus,Grey-throated Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,4220000.0,Unknown,not applicable,Decreasing,suspected
2820,20280,"Rails, Gallinules, Coots",Mentocrex kioloides,Madagascar Forest Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,209000.0,Unknown,not applicable,Decreasing,suspected
2821,20380,"Rails, Gallinules, Coots",Coturnicops exquisitus,Swinhoe's Rail,LC,False,False,False,True,False,Full migrant,True,True,False,0,,2000000.0,Unknown,not applicable,Decreasing,suspected
2822,20390,"Rails, Gallinules, Coots",Coturnicops noveboracensis,Yellow Rail,LC,False,False,False,True,False,Full migrant,True,True,False,0,,6000000.0,6700-17000,estimated,Decreasing,suspected
2823,20400,"Rails, Gallinules, Coots",Coturnicops notatus,Speckled Rail,LC,False,False,False,True,False,Full migrant,True,True,False,0,,9440000.0,Unknown,not applicable,Decreasing,suspected
2824,20410,"Rails, Gallinules, Coots",Micropygia schomburgkii,Ocellated Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1.08E7,50000-499999,estimated,Decreasing,suspected
2825,20300,"Rails, Gallinules, Coots",Rallicula rubra,Chestnut Forest Rail,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,249000.0,Unknown,not applicable,Unknown,suspected
2826,20310,"Rails, Gallinules, Coots",Rallicula leucospila,White-striped Forest Rail,LC,False,False,False,True,False,Not a migrant,True,False,False,7600,,67000.0,Unknown,not applicable,Decreasing,suspected
2827,20320,"Rails, Gallinules, Coots",Rallicula forbesi,Forbes's Forest Rail,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,433000.0,Unknown,not applicable,Unknown,suspected
2828,20330,"Rails, Gallinules, Coots",Rallicula mayri,Mayr's Forest Rail,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,22900.0,Unknown,not applicable,Stable,suspected
2829,20340,"Rails, Gallinules, Coots",Rallina tricolor,Red-necked Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,3720000.0,Unknown,not applicable,Unknown,not applicable
2830,20350,"Rails, Gallinules, Coots",Rallina canningi,Andaman Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,14300.0,6700-17000,estimated,Decreasing,estimated
2831,20360,"Rails, Gallinules, Coots",Rallina fasciata,Red-legged Crake,LC,False,False,False,True,False,Full migrant,True,True,False,0,,1.07E7,Unknown,not applicable,Unknown,not applicable
2832,20370,"Rails, Gallinules, Coots",Rallina eurizonoides,Slaty-legged Crake,LC,False,False,False,True,False,Full migrant,True,True,False,0,,1.92E7,Unknown,not applicable,Decreasing,suspected
2833,20420,"Rails, Gallinules, Coots",Rufirallus castaneiceps,Chestnut-headed Crake,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,1190000.0,Unknown,not applicable,Unknown,not applicable
2834,20430,"Rails, Gallinules, Coots",Rufirallus viridis,Russet-crowned Crake,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,1.19E7,Unknown,not applicable,Unknown,not applicable
2835,21350,"Rails, Gallinules, Coots",Porzana fasciata,Black-banded Crake,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,1490000.0,Unknown,not applicable,Unknown,not applicable
2836,20440,"Rails, Gallinules, Coots",Laterallus melanophaius,Rufous-sided Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1.5E7,16700-66700,not applicable,Stable,not applicable
2838,20460,"Rails, Gallinules, Coots",Laterallus ruber,Ruddy Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1470000.0,50000-499999,estimated,Stable,suspected
2839,20470,"Rails, Gallinules, Coots",Laterallus albigularis,White-throated Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1900000.0,500000-4999999,suspected,Stable,suspected
2840,20480,"Rails, Gallinules, Coots",Laterallus exilis,Grey-breasted Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1.6E7,500000-4999999,estimated,Decreasing,suspected
2841,20490,"Rails, Gallinules, Coots",Laterallus jamaicensis,Black Rail,EN,False,False,False,True,False,Full migrant,False,True,False,0,A2ace+3ce+4ace,4.04E7,10000-49999,suspected,Decreasing,estimated
2842,20500,"Rails, Gallinules, Coots",Laterallus tuerosi,Junin Rail,EN,False,False,False,True,False,Not a migrant,False,True,False,328,"B1ab(ii,iii)+2ab(ii,iii)",330.0,4100,estimated,Decreasing,suspected
2843,20510,"Rails, Gallinules, Coots",Laterallus spilonota,Galapagos Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,0,C1+2a(i),15100.0,3300-6700,estimated,Decreasing,estimated
2844,20520,"Rails, Gallinules, Coots",Laterallus leucopyrrhus,Red-and-white Crake,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1600000.0,16700-66700,not applicable,Stable,not applicable
2845,20530,"Rails, Gallinules, Coots",Laterallus xenopterus,Rufous-faced Crake,VU,False,False,False,True,False,Not a migrant,True,True,False,0,C2a(i),1220000.0,2500-9999,estimated,Decreasing,suspected
2849,20840,"Rails, Gallinules, Coots",Gallirallus lafresnayanus,New Caledonian Rail,CR,False,False,False,True,False,Not a migrant,True,False,False,0,D,1.0,1-49,estimated,Unknown,not applicable
2850,21050,"Rails, Gallinules, Coots",Hypotaenidia sylvestris,Lord Howe Woodhen,EN,False,False,False,True,False,Not a migrant,True,False,False,2,D,6.0,"200-286, 230",estimated,Increasing,estimated
2852,20940,"Rails, Gallinules, Coots",Hypotaenidia okinawae,Okinawa Rail,EN,False,False,False,True,False,Not a migrant,True,True,False,0,"B1ab(ii,iii,v); C2a(ii)",990.0,480,estimated,Decreasing,estimated
2855,21060,"Rails, Gallinules, Coots",Hypotaenidia philippensis,Buff-banded Rail,LC,False,False,False,True,False,Full migrant,True,True,True,0,,4.17E7,Unknown,estimated,Stable,suspected
2856,21010,"Rails, Gallinules, Coots",Hypotaenidia rovianae,Roviana Rail,LC,False,False,False,True,False,Not a migrant,True,False,False,0,,6800.0,Unknown,not applicable,Stable,suspected
2857,21020,"Rails, Gallinules, Coots",Hypotaenidia owstoni,Guam Rail,CR,False,False,False,True,False,Not a migrant,True,False,False,4,D,4.0,1-49,suspected,Increasing,suspected
2858,21030,"Rails, Gallinules, Coots",Hypotaenidia wakensis,Wake Island Rail,EX,False,False,False,True,False,Not a migrant,True,False,False,0,,0.0,Unknown,not applicable,,not applicable
2859,21070,"Rails, Gallinules, Coots",Hypotaenidia pacifica,Tahiti Rail,EX,False,False,False,True,False,Not a migrant,True,False,False,0,,0.0,Unknown,not applicable,,not applicable
2860,21040,"Rails, Gallinules, Coots",Hypotaenidia dieffenbachii,Dieffenbach's Rail,EX,False,False,False,True,False,Not a migrant,True,False,False,0,,0.0,Unknown,not applicable,,not applicable
2863,20780,"Rails, Gallinules, Coots",Lewinia striata,Slaty-breasted Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,1.9E7,Unknown,not applicable,Unknown,suspected
2866,20640,"Rails, Gallinules, Coots",Rallus wetmorei,Plain-flanked Rail,EN,False,False,False,True,False,Not a migrant,True,False,True,120,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); D",1700.0,50-200,estimated,Decreasing,inferred
2867,20650,"Rails, Gallinules, Coots",Rallus limicola,Virginia Rail,LC,False,False,False,True,False,Full migrant,True,True,False,0,,2.89E7,Unknown,not applicable,Increasing,suspected
2868,20660,"Rails, Gallinules, Coots",Rallus semiplumbeus,Bogota Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,400,"B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v); C2a(i)",13200.0,3700,estimated,Decreasing,inferred
2869,20670,"Rails, Gallinules, Coots",Rallus antarcticus,Austral Rail,VU,False,False,False,True,False,Unknown,False,True,False,0,C2a(ii),265000.0,"1000-9999, 2500-9999",estimated,Decreasing,inferred
2871,20700,"Rails, Gallinules, Coots",Rallus caerulescens,African Rail,LC,False,False,False,True,False,Not a migrant,True,True,False,0,,2.09E7,Unknown,not applicable,Unknown,not applicable
2872,20710,"Rails, Gallinules, Coots",Rallus madagascariensis,Madagascar Rail,VU,False,False,False,True,False,Not a migrant,True,True,False,0,A3c+4c,249000.0,1600-6700,estimated,Decreasing,inferred
2873,20790,"Rails, Gallinules, Coots",Lewinia mirifica,Brown-banded Rail,DD,False,False,False,True,False,Not a migrant,True,False,False,0,,196000.0,Unknown,not applicable,Unknown,not applicable
2874,20800,"Rails, Gallinules, Coots",Lewinia pectoralis,Lewin's Rail,LC,False,False,False,True,False,Not a migrant,True,True,True,0,,9540000.0,Unknown,estimated,Decreasing,suspected
